the_quote
"The fact that a believer is happier than a skeptic is no more to the point than the fact that a drunken man is happier than a sober one.-George Bernard Shaw"
"Extraordinary claims require extraordinary evidence.-Carl Sagan"
"And if there were a God, I think it very unlikely that He would have such an uneasy vanity as to be offended by those who doubt His existence.-Bertrand Russell"
"Creationists make it sound like a &apos;theory&apos; is something you dreamt up after being drunk all night.-Isaac Asamov"
"Gods are fragile things; they may be killed by a whiff of science or a dose of common sense.-Chapman Cohen"
"In Christianity neither morality nor religion come into contact with reality at any point.-Friedrich Nietzsche"
"Of all religions the Christian is without doubt the one which should inspire tolerance most, although up to now the Christians have been the most intolerant of all men.-Voltaire"
"Only Sheep need a shepherd!-unknown"
"I still say a church steeple with a lightening rod on top shows a lack of confidence.-Doug McLeod"
"It ain&apos;t the parts of the Bible that I can&apos;t understand that bother me, it is the parts that I do understand.-Mark Twain"
"No man ever believes that the Bible means what it says; he is always convinced that it says what he means.-George Bernard Shaw"
"The good part of Christmas is not always Christian-- it is generally Pagan; that is to say, human, natural.-Robert G. Ingersoll"
"The first clergyman was the first rascal who met the first fool-Voltaire"
"Men will never be free until the last king is strangled with the entrails of the last priest-Denis Diderot"
"Why should I allow that same God to tell me how to raise my kids, who had to drown His own?-Robert G. Ingersoll"
"Philosophy is questions that may never be answered. Religion is answers that may never be questioned.-unknown"
"The philosopher has never killed any priests, whereas the priest has killed a great many philosophers.-Denis Diderot"
"As people become more intelligent they care less for preaches and more for teachers-Robert G. Ingersoll"
"The world holds two classes of men- intelligent men without religion, and religious men without intelligence.-Abu Ala Al-Ma&apos;arri"
"Question with boldness even the existence of God; because, if there be one, he must more approve of the homage of reason than that of blindfolded fear.-Thomas Jefferson"
"Religions are all alike- founded upon fables and mythologies.-Thomas Jefferson"
"History, I believe, furnishes no example of a priest-ridden people maintaining a free civil government.-Thomas Jefferson"
"In no instance have . . . the churches been guardians of the liberties of the people.-James Madison"
"The divinity of Jesus is made a convenient cover for absurdity.-John Adams"
"Lighthouses are more helpful than churches.-Benjamin Franklin"
"...the number, the industry, and the morality of the priesthood, and the devotion of the people, have been manifestly increased by the total separation of the church from the State-James Madison"
"Every new and successful example, therefore, of a perfect separation between the ecclesiastical and civil matters, is of importance; and I have no doubt that every new example will succeed, as every past one has done, in showing that religion and Government will both exist in greater purity the less they are mixed together-James Madison"
"Leave the matter of religion to the family altar, the church, and the private schools, supported entirely by private contributions. Keep the church and the state forever separated.-Ulysses S. Grant"
" &apos;In God We Trust.&apos; I don&apos;t believe it would sound any better if it were true.-Mark Twain"
"The trouble with theocracy is that everyone wants to be Theo.-James Dunn"
"Religion is excellent stuff for keeping common people quiet.-Napoleon Bonaparte"
"I do not find in orthodox Christianity one redeeming feature.-Thomas Jefferson"
"Millions of innocent men, women, and children, since the introduction of Christianity, have been burned, tortured, fined, and imprisoned, yet we have not advanced one inch toward uniformity. What has been the effect of coercion? To make one half of the world fools and the other half hypocrites.-Thomas Jefferson"
"History, I believe, furnishes no example of a priest-ridden people maintaining a free civil government. This marks the lowest grade of ignorance of which their civil as well as religious leaders will always avail themselves for their own purposes&quot; [Letter to von Humboldt, 1813].-Thomas Jefferson"
"The day will come when the mystical generation of Jesus, by the Supreme Being as His father, in the womb of a virgin will be classed with the fable of the generation of Minerva in the brain of Jupiter.&quot; [Letter to John Adams, April 11, 1823]-Thomas Jefferson"
"In every country and in every age, the priest has been hostile to liberty. He is always in alliance with the despot, abetting his abuses in return for protection to his own&quot; [Letter to H. Spafford, 1814].-Thomas Jefferson"
"During almost fifteen centuries has the legal establishment of Christianity been on trial. What has been its fruits? More or less, in all places, pride and indolence in the clergy; ignorance and servility in the laity; in both, superstition, bigotry, and persecution.-James Madison"
"Religious bondage shackles and debilitates the mind and unfits it for every noble enterprise.&quot; [April 1, 1774]-James Madison"
"...the number, the industry, and the morality of the priesthood, and the devotion of the people, have been manifestly increased by the total separation of the church from the State [Letter to Robert Walsh, Mar. 2, 1819]-James Madison"
"Every new and successful example, therefore, of a perfect separation between the ecclesiastical and civil matters, is of importance; and I have no doubt that every new example will succeed, as every past one has done, in showing that religion and Government will both exist in greater purity the less they are mixed together&quot; [Letter to Edward Livingston, July 10, 1822].-James Madison"
"This would be the best of all possible worlds, if there were no religion in it.&quot; [ in a letter to Thomas Jefferson]-John Adams"
"The government of the United States is not, in any sense, founded on the Christian religion.-John Adams"
"Let the human mind loose. It must be loose. It will be loose. Superstition and dogmatism cannot confine it.-John Adams"
"But how has it happened that millions of fables, tales, legends, have been blended with both Jewish and Christian revelation that have made them the most bloody religion that ever existed.-John Adams"
"Have you considered that system of holy lies and pious frauds that has raged and triumphed for 1500 years.-John Adams"
"The question before the human race is, whether the God of nature shall govern the world by his own laws, or whether priests and kings shall rule it by fictitious miracles.-John Adams"
"I do not believe in any revelation. As for a future life, every man must judge for himself between conflicting vague probabilities.-Charles Darwin"
" &quot; The Bible is not my book nor Christianity my profession. I could never give assent to the long, complicated statements of Christian dogma.-Abraham Lincoln"
"My earlier views of the unsoundness of the Christian scheme of salvation and the human origin of the scriptures have become clearer and stronger with advancing years, and I see no reason for thinking I shall ever change them.-Abraham Lincoln"
"You can fool some of the people all of the time, and all of the people some of the time, but you can not fool all of the people all of the time-Abraham Lincoln"
"Religion consists in a set of things which the average man thinks he believes and wishes he was certain of.-Mark Twain"
"Man is a marvelous curiosity ... he thinks he is the Creator&apos;s pet ... he even believes the Creator loves him; has a passion for him; sits up nights to admire him; yes and watch over him and keep him out of trouble. He prays to him and thinks He listens. Isn&apos;t it a quaint idea.-Mark Twain"
"[The Bible] has noble poetry in it... and some good morals and a wealth of obscenity, and upwards of a thousand lies.-Mark Twain"
"I have never seen the slightest scientific proof of the religious ideas of heaven and hell, of future life for individuals, or of a personal God.-Thomas Edison"
"I do not believe that any type of religion should ever be introduced into the public schools of the United States.-Thomas Edison"
"So far as religion of the day is concerned, it is a damned fake... Religion is all bunk.-Thomas Edison"
"It would be very nice if there were a God who created the world and was a benevolent providence, and if there were a moral order in the universe and an after-life; but it is a very striking fact that all this is exactly as we are bound to wish it to be.-Sigmund Freud"
"In the long run, nothing can withstand reason and experience, and the contradiction religion offers to both is palpable.-Sigmund Freud"
"The whole thing is so patently infantile, so foreign to reality, that to anyone with a friendly attitude to humanity it is painful to think that the great majority of mortals will never be able to rise above this view of life.-Sigmund Freud"
"I believe in God, only I spell it Nature.-Frank Lloyd Wright"
"I do not believe in a personal God and I have never denied this but have expressed it clearly. If something is in me which can be called religious then it is the unbounded admiration for the structure of the world so far as our science can reveal it.-Albert Einstein"
"Thus I came...to a deep religiosity, which, however, reached an abrupt end at the age of 12. Through the reading of popular scientific books I soon reached a conviction that much in the stories of the Bible could not be true....Suspicion against every kind of authority grew out of this experience...an attitude which has never left me.-Albert Einstein"
"All thinking men are atheists-Ernest Hemingway"
"I am an atheist, out and out. It took me a long time to say it. I&apos;ve been an atheist for years and years, but somehow I felt it was intellectually unrespectable to say that one is an atheist, because it assumed knowledge that one didn&apos;t have. Somehow it was better to say one was a humanist or agnostic. I don&apos;t have the evidence to prove that God doesn&apos;t exist, but I so strongly suspect that he doesn&apos;t that I don&apos;t want to waste my time.-Isaac Asimov"
"Creationists make it sound like a &apos;theory&apos; is something you dreamt up after being drunk all night.-Isaac Asimov"
"I condemn false prophets, I condemn the effort to take away the power of rational decision, to drain people of their free will--and a hell of a lot of money in the bargain. Religions vary in their degree of idiocy, but I reject them all. For most people, religion is nothing more than a substitute for a malfunctioning brain.-Gene Roddenberry"
"We must question the story logic of having an all-knowing all-powerful God, who creates faulty Humans, and then blames them for his own mistakes.-Gene Roddenberry"
"I do not think it is necessary to believe that the same God who has given us our senses, reason, and intelligence wished us to abandon their use, giving us by some other means the information that we could gain through them.-Galileo Galilei"
"The hypothesis is pretty; its only fault is that it is neither demonstrated nor demonstrable. Who does not see that this is purely arbitrary fiction that puts nothingness as existing and proposes nothing more than simple noncontradiciton?-Galileo Galilei"
"...nothing physical which sense-experience sets before our eyes, or which necessary demonstrations prove to us, ought to be called into question (much less condemned) upon the testimony of biblical passages.-Galileo Galilei"
"Organized religion is a sham and a crutch for weak-minded people who need strength in numbers. It tells people to go out and stick their noses in other people&apos;s business.-Jesse Ventura"
"I do not believe in a personal God.-Stephen Hawking"
"The beauty of religious mania is that it has the power to explain everything. Once God (or Satan) is accepted as the first cause of everything which happens in the mortal world, nothing is left to chance...logic can be happily tossed out the window.-Stephen King"
"I call Christianity the one great curse, the one great intrinsic depravity, the one great instinct of revenge, for which no means are venomous enough, or secret, subterranean and small enough- I call it the one immortal blemish upon the human race.-Friedrich Nietzsche"
"Which is it, is man one of God&apos;s blunders or is God one of man&apos;s?-Friedrich Nietzsche"
"If only God would give me some clear sign! Like making a large deposit in my name at a Swiss Bank.-Woody Allen"
"As the poet said, &quot;Only God can make a tree-- probably because it&apos;s so hard to figure out how to get the bark on.-Woody Allen"
"How can I believe in God when just last week I got my tongue caught in the roller of an electric typewriter?-Woody Allen"
"The religious persecution of the ages has been done under what was claimed to be the command of God.-Susan B. Anthony"
"What you should say to outsiders is that a Christian has neither more nor less rights in our Association than an atheist. When our platform becomes too narrow for people of all creeds and of no creeds, I myself shall not stand upon it.-Susan B. Anthony"
"He (the Rev. Mr. Whitefield) used, indeed, sometimes to pray for my conversion, but never had the satisfaction of believing that his prayers were heard.-Benjamin Franklin"
"In the affairs of the world, men are saved, not by faith, but by the want of it.-Benjamin Franklin"
"The pioneers and missionaries of religion have been the real cause of more trouble and war than all other classes of mankind.-Edgar Allan Poe"
"No man who ever lived knows any more about the hereafter ... than you and I; and all religion ... is simply evolved out of chicanery, fear, greed, imagination and poetry.-Edgar Allan Poe"
"Christianity is the most ridiculous, the most absurd and bloody religion that has ever infected the world.-Voltaire"
"If God did not exist, it would be necessary to invent him.-Voltaire"
"A clergyman is one who feels himself called upon to live without working at the expense of the rascals who work to live.-Voltaire"
"Christianity did not come with tidings of great joy, but with a message of eternal grief. It came with the threat of everlasting torture on its lips. It meant war on earth and perdition hereafter.-Robert G. Ingersoll"
"Secularism is a religion, a religion that is understood. It has no mysteries, no mumblings, no priests, no ceremonies, no falsehoods, no miracles, and no persecutions. It considers the lilies of the field, and takes thought for the morrow. It says to the whole world, Work that you may eat, drink, and be clothed; work that you may enjoy; work that you may not want; work that you may give and never need.-Robert G. Ingersoll"
"One of the foundation stones of our faith is the Old Testament. If that book is not true, if its authors were unaided men, if it contains blunders and falsehoods, then that stone crumbles to dust...The Old Testament must be thrown aside. It is no longer a foundation. It has crumbled.-Robert G. Ingersoll"
"An honest god is the noblest work of man. ... God has always resembled his creators. He hated and loved what they hated and loved and he was invariably found on the side of those in power. ... Most of the gods were pleased with sacrifice, and the smell of innocent blood has ever been considered a divine perfume-Robert G. Ingersoll"
"Religion is based, I think, primarily and mainly upon fear. It is partly the terror of the unknown and partly, as I have said, the wish to feel that you have a kind of elder brother who will stand by you in all your troubles and disputes. Fear is the basis of the whole thing-- fear of the mysterious, fear of defeat, fear of death. Fear is the parent of cruelty, and therefore it is no wonder if cruelty and religion have gone hand in hand.-Bertrand Russell"
"So far as I can remember, there is not one word in the Gospels in praise of intelligence.-Bertrand Russell"
"When I think of all the harm the Bible has done, I despair of ever writing anything equal to it.-Oscar Wilde"
"Clearly the person who accepts the Church as an infallible guide will believe whatever the Church teaches.-Thomas Aquinas"
"An atheist is a man who has no invisible means of support.-John Buchan"
"I give money for church organs in the hope the organ music will distract the congregation&apos;s attention from the rest of the service.-Andrew Carnegie"
"Gods always behave like the people who created them-Zora Neale Hurston"
"Pray: To ask the laws of the universe to be annulled on behalf of a single petitioner confessedly unworthy.-Ambrose Bierce"
"Hey, let&apos;s get serious... God knows what he&apos;s doin&apos; He wrote this book here And the book says: &quot;He made us all to be just like Him,&quot; So... If we&apos;re dumb... Then God is dumb... (And maybe even a little ugly on the side)-Frank Zappa"
"God created man in his own image. And man, being a gentleman, returned the favor.-Rousseau"
"Inspiration: A peculiar effect of divine flatulence emitted by the Holy Spirit which hisses into the ears of a few chosen of God....-Voltaire"
"It is one of the superstitions of the human mind to have imagined that virginity could be a virtue.-Voltaire"
"You will notice that in all disputes between Christians since the birth of the Church, Rome has always favored the doctrine which most completely subjugated the human mind and annihilated reason.-Voltaire"
"It is clear that the individual who persecutes a man, his brother, because he is not of the same opinion, is a monster.-Voltaire"
"Since the whole affair had become one of religion, the vanquished were of course exterminated.-Voltaire"
"I cannot believe in a God who wants to be praised all the time.-Friedrich Nietzsche"
"The Christian faith from the beginning, is sacrifice: the sacrifice of all freedom, all price, all self-confidence of spirit; it is at the same time subjection, self-derision, and self-mutilation...-Friedrich Nietzsche"
"Man is the cruelest animal. At tragedies, bullfights, and crucifixions he has so far felt best on earth; and when he invented hell for himself, behold, that was his very heaven.-Friedrich Nietzsche"
"A certain sense of cruelty towards oneself and others is Christian; hatred of those who think differently; the will to persecute. Mortal hostility against the masters of the earth, against the &apos;noble&apos;, that is also Christian. Hatred of mind, of pride, courage, freedom, libertinage of mind, is Christian; hatred of the sense, of the joy of the senses, of joy in general is Christian.-Friedrich Nietzsche"
"The Christian resolution to find the world ugly and bad has made the world ugly and bad.-Friedrich Nietzsche"
"The surest way to corrupt a youth is to instruct him to hold in higher esteem those who think alike than those who think differently.-Friedrich Nietzsche"
"I call Christianity the *one* great curse, the *one* great intrinsic depravity, the *one* great instinct for revenge for which no expedient is sufficiently poisonous, secret, subterranean, *petty*-- I call it the *one* mortal blemish of mankind.-Friedrich Nietzsche"
"Belief means not wanting to know what is true.-Friedrich Nietzsche"
"Here the ways of men part: if you wish to strive for peace of soul and pleasure, then believe; if you wish to be a devotee of truth, then inquire.-Friedrich Nietzsche"
"In nature there are neither rewards nor punishments; there are consequences.-Robert G. Ingersoll"
"If Christ, in fact, said &quot;I came not to bring peace but a sword,&quot; it is the only prophecy in the New Testament that has been literally fulfilled.-Robert G. Ingersoll"
"The book, called the Bible, is filled with passages equally horrible, unjust and atrocious. This is the book to be read in schools in order to make our children loving, kind and gentle! This is the book they wish to be recognized in our Constitution as the source of all authority and justice!-Robert G. Ingersoll"
"As long as woman regards the Bible as the charter of her rights, she will be the slave of man. The bible was not written by a woman. Within its leaves there is nothing but humiliation and shame for her.-Robert G. Ingersoll"
"Our ignorance is God; what we know is science.-Robert G. Ingersoll"
"If a man would follow, today, the teachings of the Old Testament, he would be a criminal. If he would follow strictly the teachings of the New, he would be insane.-Robert G. Ingersoll"
"The intellectual advancement of man depends on how often he can exchange an old superstition for a new truth.-Robert G. Ingersoll"
"Religion supports nobody. It has to be supported. It produces no wheat, no corn; it ploughs no land; it fells no forests. It is a perpetual mendicant. It lives on the labors of others, and then has the arrogance to pretend that it supports the giver.-Robert G. Ingersoll"
"If all the historic books of the Bible were blotted from the memory of mankind, nothing of value would be lost...I do not see how it is possible for an intelligent human being to conclude that the Song of Solomon is the work of God, and that the tragedy of Lear was the work of an uninspired man.-Robert G. Ingersoll"
"The universe may have a purpose, but nothing we know suggests that, if so, this purpose has any similarity to ours.-Bertrand Russell"
"Religion is based, I think, primarily and mainly upon fear. It is partly the terror of the unknown, and partly the wish to feel that you have a kind of elder brother who will stand by you in all your troubles and disputes. Fear is the basis of the whole thing- fear of the mysterious, fear of defeat, fear of death. Fear is the parent of cruelty, and therefore it is no wonder if cruelty and religion have gone hand-in-hand-Bertrand Russell"
"The most savage controversies are those about matters as to which there is no good evidence either way. Persecution is used in theology, not in arithmetic.-Bertrand Russell"
"What a queer thing is Christian salvation! Believing in firemen will not save a burning house; believing in doctors will not make one well, but believing in a savior saves men. Fudge!-Lemuel K. Washburn"
"The character of God would stand vastly higher in human estimation if he had visited the garden in which he had placed the first human pair and picked up the serpent and cast him over the garden wall before he had a chance to tempt Eve, instead of waiting until the mischief was done, and then cursing the whole lot for what he might so easily have prevented.-Lemuel K. Washburn"
"Civilization has come about by going to school more than to church.-Lemuel K. Washburn"
"A great many people who worship Jesus would not let him come at the back door.-Lemuel K. Washburn"
"A one sentence definition of mythology? &quot;Mythology&quot; is what we call someone else&apos;s religion.-Joseph Campbell"
"The night of December 25, to which date the Nativity of Christ was ultimately assigned, was exactly that of the birth of the Persian savior Mithra, who, as an incarnation of eternal light, was born the night of the winter solstice (then dated December 25) at midnight, the instant of the turn of the year from increasing darkness to light.-Andrew Carnegie"
"I don&apos;t believe in God. My god is patriotism. Teach a man to be a good citizen and you have solved the problem of life.-Paul Keller"
"Faith is a euphemism for prejudice and religion is a euphemism for superstition.-Paul Keller"
"Each religion, so dear to those whose life it sanctifies, and fulfilling so necessary a function in the society that has adopted it, necessarily contradicts every other religion, and probably contradicts itself.-George Santayana"
"A careful study of religious beliefs and practices, as well as of scholars&apos; definitions of religion, forces us to conclude that the beliefs and practices labeled &quot;religious&quot; have only one thing in common: the beliefs lack any empirical or statistical evidence, and the practices are &quot;regular, habitual, and predictable ways of meeting the unpredictable, the impossible, or the uncontrollable ..., if [these] are momentous.-G.B. Vetter"
"It is interesting that every time God gives direct orders to anyone, it is always &quot;Thou shalt kill.-Newsweek Magazine"
"By one count there are some 700 scientists with respectable academic credentials (out of a total of 480,000 U.S. earth and life scientists, less than 0.2%) who give credence to creation-science, the general theory that complex life forms did not evolve but appeared &quot;abruptly.-Newsweek Magazine"
"The Old Testament is responsible for more atheism, agnosticism, disbelief-- call it what you will-- than any book ever written.-A.A. Milne"
"There may be Gods, but they care not what men do.-Henry David Thoreau"
"Truth in matters of religion, is simply opinion that has survived.-Oscar Wilde"
"I believe the spreading of Catholicism to be the most horrible means of political and social degredation left in the world.-Charles Dickens"
"I do not believe I have any immortality. The greatest evil in the world today is the Christian religion.-H.G. Wells"
"The idea of the sacred is quite simply one of the most conservative notions in any culture, because it seeks to turn other ideas--uncertainty, progress, change-- into crimes.-Salman Rushdie"
"God, Satan, Paradise, and Hell all vanished one day in my fifteenth year, when I quite abruptly lost my faith. [...]and afterwards, to prove my new-found atheism, I bought myself a rather tasteless ham sandwich, and so partook for the first time of the forbidden flesh of the swine. No thunderbolt arrived to strike me down. [...] From that day to this I have thought of myself as a wholly secular person.-Salman Rushdie"
"Reality is that which, when you stop believing in it, doesn&apos;t go away&quot;"
""
"-Philip K. Dick"
"Although the time of death is approaching me, I am not afraid of dying and going to Hell or (what would be considerably worse) going to the popularized version of Heaven. I expect death to be nothingness and, for removing me from all possible fears of death, I am thankful to atheism.-Isaac Asimov"
"To surrender to ignorance and call it God has always been premature, and it remains premature today.-Isaac Asimov"
"You will find men like him in all of the world&apos;s religions. They know that we represent reason and science, and, however confident they may be in their beliefs, they fear that we will overthrow their gods. Not necessarily through any deliberate act, but in a subtler fashion. Science can destroy a religion by ignoring it as well as by disproving its tenets. No one ever demonstrated, so far as I am aware, the nonexistance of Zeus or Thor, but they have few followers now.-Arthur C. Clarke"
"Anyone who can worship a trinity and insist that his religion is a monotheism can believe anything... just give him time to rationalize it.-Robert Heinlein"
"Men rarely (if ever) manage to dream up a god superior to themselves. Most gods have the manners and morals of a spoiled child.-Robert Heinlein"
"God is omnipotent, omniscient, and omnibenevolent- it says so right here on the label. If you have a mind capable of believing all three of these attributes simultaneously, I have a wonderful bargain for you. No checks, please. Cash and in small bills.-Robert Heinlein"
"The religion that is afraid of science dishonors God and commits suicide. It acknowledges that it is not equal to the whole of truth, that it legislates, tyrannizes over a village of God&apos;s empire but it is not the immutable universal law. Every influx of atheism, of skepticism is thus made useful as a mercury pill assaulting and removing a diseased religion and making way for truth.-Ralph Waldo Emerson"
"The god of the cannibals will be a cannibal, of the crusaders, a crusader, and of the merchants a merchant.-Ralph Waldo Emerson"
"Kill one man and you are a murderer. Kill millions and you are a conqueror. Kill all and you are God.-Jean Rostand"
"The belief in a supernatural source of evil is not necessary; men alone are quite capable of every wickedness.-Joseph Conrad"
"Infidel: In New York, one who does not believe in the Christian religion; in Constantinople, one who does."
""
"-Ambrose Bierce"
"Ocean: A body of water occupying 2/3 of a world made for man-- who has no gills.-Ambrose Bierce"
"Pray: To ask that the laws of the universe be annulled in behalf of a single petitioner confessedly unworthy.-Ambrose Bierce"
"No man ever believes that the Bible means what it says: He is always convinced that it says what he means.-George Bernard Shaw"
"The fact that a believer is happier than a skeptic is no more to the point than the fact that a drunken man is happier than a sober one. The happiness of credulity is a cheap and dangerous quality.-George Bernard Shaw"
"If I were to speak your kind of language, I would say that man&apos;s only moral commandment is: Thou shalt think. But a &apos;moral commandment&apos; is a contradiction in terms. The moral is the chosen, not the forced; the understood, not the obeyed. The moral is the rational, and reason accepts no commandments.-Ayn Rand"
"Writing for a penny a word is ridiculous. If a man really wants to make a million dolars, the best way would be to start his own religion.-L. Ron Hubbard"
"The more I study religions the more I am convinced that man never worshipped anything but himself-Sir Richard F. Burton"
"I&apos;m an atheist, and that&apos;s *it*. I belive there&apos;s nothing we can know except that we should be kind to each other and do what we can for other people.-Katherine Hepburn"
"Why is it when we talk to God, we&apos;re said to be praying- but when God talks to us, we&apos;re schizophrenic?-Lily Tomlin"
"I&apos;ve begun worshipping the sun for a number of reasons. First of all, unlike some other gods I could mention, I can see the sun. It&apos;s there for me every day. And the things it brings me are quite apparent all the time: heat, light, food, a lovely day. There&apos;s no mystery, no one asks for money, I don&apos;t have to dress up, and there&apos;s no boring pageantry. And interestingly enough, I have found that the prayers I offer to the sun and the prayers I formerly offered to &quot;God&quot; are all answered at about the same 50-percent rate.-George Carlin"
"If churches want to play the game of politics, let them pay admission like everyone else-George Carlin"
"I&apos;m completely in favor of the separation of Church and State. My idea is that these two institutions screw us up enough on their own, so both of them together is certain death.-George Carlin"
"The Bible has been interpreted to justify such evil practices as, for example, slavery, the slaughter of prisoners of war, the sadistic murders of women believed to be witches, capital punishment for hundreds of offenses, polygamy, and cruelty to animals. It has been used to encourage belief in the grossest superstition and to discourage the free teaching of scientific truths. We must never forget that both good and evil flow from the Bible. It is therefore not above criticism.-Steve Allen"
"There are hundreds of millions who believe the Messiah has come. If he did, then it is unfortunately the case that his heroic sacrifice and death have had no effect whatsoever on the very problem his coming might have been expected to address, for history demonstrates, beyond question, that we Christians have been just as dangerous, singly and en masse, as non-Christians.-Steve Allen"
"Prayers never bring anything... They may bring solace to the sap, the bigot, the ignorant, the aboriginal, and the lazy- but to the enlightened it is the same as asking Santa Claus to bring you something for Christmas-W.C. Fields"
"I&apos;m sickened by all religions. Religion has divided people. I don&apos;t think there&apos;s any difference between the pope wearing a large hat and parading around with a smoking purse and an African painting his face white and praying to a rock.-Howard Stern"
"Surprisingly, recent research suggests that a religious person is more likely to commit a crime than a non-religious person. One can even argue that the more religious the society, the more likely it is to have high crime rates.-Lisa Conyers"
"An atheist doesn&apos;t have to be someone who thinks he has a proof that there can&apos;t be a god. He only has to be someone who believes that the evidence on the God question is at a similar level to the evidence on the werewolf question.-John McCarthy"
"Since the early days, [the church] has thrown itself violently against every effort to liberate the body and mind of man. It has been, at all times and everywhere, the habitual and incorrigible defender of bad governments, bad laws, bad social theories, bad institutions. It was, for centuries, an apologist for slavery, as it was an apologist for the divine right of kings.-H.L.Mencken"
"What is the function that a clergyman performs in the world? Answer: he gets his living by assuring idiots that he can save them from an imaginary hell. It&apos;s a business almost indistinguishable from that of a seller of snake-oil for rheumatism.-H.L.Mencken"
"The trouble with Communism is the Communists, just as the trouble with Christianity is the Christians.-H.L.Mencken"
"There is, in fact, nothing about religious opinions that entitles them to any more respect than other opinions get. On the contrary, they tend to be noticeably silly.-H.L.Mencken"
"Religion is fundamentally opposed to everything I hold in veneration- courage, clear thinking, honesty, fairness, and above all, love of the truth.-H.L.Mencken"
"It is now quite lawful for a Catholic woman to avoid pregnancy by a resort to mathematics, though she is still forbidden to resort to physics or chemistry.-H.L.Mencken"
"I believe that religion, generally speaking, has been a curse to mankind--that its modest and greatly overestimated services on the ethical side have been more than overcome by the damage it has done to clear and honest thinking.-H.L.Mencken"
"It is wonderful how much time good people spend fighting the devil. If they would only expend the same amount of energy loving their fellow men, the devil would die in his own tracks of ennui.-Helen Keller"
"In spite of all the yearnings of men, no one can produce a single fact or reason to support the belief in God and in personal immortality.-Clarence Darrow"
"If God is love, and if God is also omnipresent, then the Devil cannot exist. If the Devil exists, God cannot be love and also be omnipresent. Yet, an omnipresent God of love and the Devil are both said to exist. It doesn&apos;t take Sherlock Holmes to figure that there is something wrong here!-Rev. Donald Morgan"
"At the time of its Founding, the United States seemed to be an infertile ground for religion. Many of the nation&apos;s leaders- include George Washington, Thomas Jefferson, and Benjamin Franklin- were not Christians, did not accept the authority of the Bible, and were hostile to organized religion. The attitude of the general public was one of apathy: in 1776, only 5 percent of the population were participating members of churches.-Ian Robertson"
"Science has proof without any certainty. Creationists have certainty without any proof-Ashley Motague"
"The very concept of sin comes from the bible. Christianity offers to solve a problem of its own making! Would you be thankful to a person who cut you with a knife in order to sell you a bandage?-Dan Barker"
"The Jews are a frightened people. Nineteen centuries of Christian love have broken down their nerves.-Israel Zangwill"
"Formerly, when religion was strong and science weak, men mistook magic for medicine; now, when science is strong and religion weak, men mistake medicine for magic.-Thomas Szasz"
"I do not consider it a sign of divine love to consign to hell people who live good lives but make an honest mistake in belief-Moshe Shulman"
"Give a man a fish, and you&apos;ll feed him for a day; Give him a religion, and he&apos;ll starve to death while praying for a fish-Benjamin Disraeli"
"Where knowledge ends, religion begins.-Benjamin Disraeli"
"Power tends to corrupt and absolute power corrupts absolutely. That unalterable rule applies both to God and man.-John Emerich Edward Dalberg-Acton"
"If there is a God, atheism must strike Him as less of an insult than religion.-Edmond and Jules do Goncourt"
"The central problem of Christianity is: if the Messiah has come, why is the world so evil? For Judaism, the problem is:if the world is so evil, why does the Messiah not come?-Seymour Siegel"
